Fruit_ID,Fruit_Type,Size_cm,Weight_g,Color_Intensity,Ripeness_Level,Firmness,Sweetness,Defect_Count,Bruise_Score,Spot_Score,Defect_Score,Size_to_Weight_Ratio,Grade
FR07551,Apple,9.11,142.76,0.63,0.77,0.44,0.32,3,0.16,0.36,0.27,6.38,Local
FR07552,Apple,7.88,122.22,0.61,0.35,0.78,0.45,3,0.88,0.41,0.5,6.45,Reject
FR07553,Mango,13.65,297.36,0.3,0.63,0.75,0.49,2,0.18,0.66,0.29,4.59,Local
FR07554,Grapes,2.05,5.38,0.87,0.2,0.65,0.28,1,0.61,0.14,0.26,38.01,Reject
FR07555,Mango,11.52,301.91,0.64,0.55,0.99,0.16,1,0.92,0.24,0.38,3.82,Local
FR07556,Strawberry,3.28,22.2,0.61,0.55,0.97,0.43,3,0.1,0.28,0.24,14.79,Local
FR07557,Strawberry,3.95,23.65,0.83,0.89,0.4,0.9,1,0.1,0.52,0.19,16.72,Export
FR07558,Mango,8.02,227.53,0.34,0.9,0.19,0.26,4,0.13,0.76,0.39,3.52,Local
FR07559,Mango,9.65,255.61,0.56,0.49,0.46,0.36,1,0.36,0.84,0.33,3.78,Local
FR07560,Grapes,1.52,3.47,0.7,0.02,0.84,0.76,2,0.67,0.74,0.45,43.75,Reject
FR07561,Banana,22.69,131.12,0.62,0.84,0.46,0.08,0,0.54,0.75,0.31,17.3,Local
FR07562,Pomegranate,9.13,295.27,0.43,0.0,0.34,0.83,2,0.3,0.24,0.24,3.09,Reject
FR07563,Peach,7.12,160.94,0.51,0.48,0.74,0.72,1,0.62,0.88,0.41,4.43,Local
FR07564,Strawberry,3.23,20.56,0.51,0.02,0.65,0.55,4,0.45,0.05,0.34,15.73,Reject
FR07565,Pomegranate,9.25,236.03,0.99,0.35,0.97,0.21,1,0.35,0.54,0.26,3.92,Reject
FR07566,Mango,12.69,233.29,0.53,0.64,0.55,0.09,2,0.38,0.09,0.23,5.44,Local
FR07567,Grapes,2.24,5.09,0.44,0.37,0.97,0.23,2,0.36,0.6,0.33,44.12,Reject
FR07568,Orange,8.97,126.57,0.88,0.93,0.29,0.76,1,0.51,0.05,0.21,7.09,Export
FR07569,Grapes,1.74,4.32,0.59,0.64,0.86,0.93,2,0.38,0.64,0.34,40.26,Local
FR07570,Pear,9.14,221.62,0.61,0.65,0.35,0.74,1,0.32,0.03,0.15,4.13,Local
FR07571,Pear,10.72,117.63,0.68,0.37,0.81,0.53,1,0.32,0.17,0.18,9.11,Reject
FR07572,Pomegranate,9.27,145.06,0.72,0.04,0.93,0.95,3,0.22,0.75,0.37,6.39,Reject
FR07573,Apple,8.76,186.84,0.71,0.74,0.62,0.83,3,0.21,0.3,0.27,4.69,Local
FR07574,Pear,8.96,182.27,0.32,0.72,0.73,0.66,0,0.29,0.88,0.26,4.91,Local
FR07575,Pear,9.08,158.82,0.87,0.53,0.96,0.04,1,0.97,0.1,0.36,5.72,Local
FR07576,Banana,18.93,115.83,0.44,0.42,0.38,0.29,1,0.2,0.53,0.22,16.34,Local
FR07577,Orange,8.34,147.44,0.5,0.54,0.51,0.31,1,0.44,0.93,0.37,5.65,Local
FR07578,Banana,16.14,92.35,0.42,0.75,0.9,0.35,2,0.91,0.41,0.46,17.48,Local
FR07579,Orange,5.82,179.53,0.84,0.71,0.67,0.39,1,0.01,0.33,0.12,3.24,Local
FR07580,Watermelon,23.63,5253.93,0.71,0.66,0.87,0.94,3,0.6,0.97,0.52,0.45,Local
FR07581,Peach,8.5,128.18,0.83,0.9,0.62,0.74,1,0.87,0.42,0.4,6.63,Local
FR07582,Strawberry,3.24,19.6,0.76,0.61,0.74,0.69,0,0.17,0.7,0.19,16.51,Local
FR07583,Pear,9.03,230.96,0.37,0.01,0.01,0.43,4,0.81,0.92,0.63,3.91,Reject
FR07584,Strawberry,4.16,21.86,0.51,0.62,0.34,0.34,3,0.65,0.01,0.35,19.02,Local
FR07585,Pear,10.57,175.19,0.66,0.61,0.77,0.12,1,0.82,0.57,0.41,6.03,Local
FR07586,Banana,18.65,114.57,0.51,0.07,0.4,0.45,0,0.07,0.71,0.16,16.27,Reject
FR07587,Peach,5.92,165.28,0.45,0.43,0.36,0.21,2,0.07,0.42,0.21,3.58,Local
FR07588,Banana,19.15,120.33,0.91,0.65,0.95,0.39,1,0.14,0.67,0.23,15.91,Local
FR07589,Banana,17.99,92.89,0.82,0.7,0.55,0.16,1,0.98,0.81,0.5,19.37,Local
FR07590,Orange,6.62,157.56,0.54,0.89,0.19,0.34,3,0.88,0.32,0.48,4.2,Local
FR07591,Apple,7.49,154.77,0.84,0.84,0.47,0.04,1,0.57,0.32,0.29,4.84,Local
FR07592,Grapes,1.97,4.49,0.74,0.12,0.52,0.01,2,0.53,0.09,0.28,44.0,Reject
FR07593,Pomegranate,7.95,212.28,0.3,0.61,0.99,0.87,2,0.26,0.96,0.37,3.75,Local
FR07594,Strawberry,3.44,21.86,0.57,0.6,0.72,0.64,3,0.21,0.03,0.22,15.73,Local
FR07595,Watermelon,20.07,4981.96,0.5,0.3,0.52,0.59,2,0.23,0.47,0.26,0.4,Reject
FR07596,Pear,9.3,153.28,0.45,0.18,0.43,0.51,0,0.73,0.53,0.33,6.07,Reject
FR07597,Banana,21.07,113.06,0.48,0.2,0.92,0.73,2,0.63,0.14,0.32,18.64,Reject
FR07598,Apple,7.9,156.13,0.96,0.18,0.65,0.74,2,0.5,0.49,0.35,5.06,Reject
FR07599,Banana,14.18,138.16,0.64,0.81,0.36,0.94,2,0.83,0.29,0.41,10.26,Local
FR07600,Peach,6.2,135.03,0.89,0.15,0.46,0.24,0,0.06,0.8,0.18,4.59,Reject
FR07601,Orange,8.04,182.87,0.45,0.26,0.28,0.79,1,0.04,0.82,0.23,4.4,Reject
FR07602,Watermelon,21.76,4665.14,0.42,0.22,0.96,0.99,2,0.82,0.43,0.43,0.47,Reject
FR07603,Grapes,2.33,5.35,0.92,0.71,0.7,0.03,1,0.42,0.43,0.26,43.6,Local
FR07604,Peach,7.56,117.93,0.65,0.16,0.39,0.37,1,0.67,0.08,0.26,6.41,Reject
FR07605,Mango,10.5,243.71,0.93,0.02,0.18,0.44,0,0.4,0.36,0.19,4.31,Reject
FR07606,Watermelon,22.43,3744.07,0.34,0.37,0.18,0.82,1,0.44,0.41,0.26,0.6,Reject
FR07607,Banana,16.9,144.38,0.94,0.31,0.48,0.01,5,0.02,0.45,0.35,11.7,Reject
FR07608,Peach,7.05,168.86,0.59,0.4,0.47,0.6,1,0.53,0.45,0.3,4.17,Reject
FR07609,Grapes,2.04,4.43,0.41,0.75,0.42,0.89,0,0.04,0.09,0.03,46.15,Local
FR07610,Apple,9.23,165.1,0.78,0.01,0.85,0.15,1,0.35,0.16,0.19,5.59,Reject
FR07611,Apple,8.92,134.36,0.86,0.04,0.98,0.12,1,0.14,0.43,0.18,6.64,Reject
FR07612,Strawberry,3.94,23.21,0.33,0.26,0.35,1.0,0,0.22,0.38,0.14,16.96,Reject
FR07613,Grapes,2.07,4.39,0.99,0.89,0.29,0.83,0,0.91,0.14,0.3,47.09,Local
FR07614,Apple,7.96,174.67,0.79,0.17,0.77,0.7,2,0.97,0.65,0.52,4.55,Reject
FR07615,Peach,7.2,152.62,0.52,1.0,0.45,0.4,1,0.03,0.12,0.08,4.72,Local
FR07616,Strawberry,3.93,18.05,0.41,0.81,0.22,0.85,1,0.91,0.01,0.33,21.74,Local
FR07617,Apple,6.89,159.1,0.57,0.46,0.18,0.92,1,0.85,0.61,0.43,4.33,Local
FR07618,Watermelon,24.01,5589.38,0.45,0.75,0.28,0.73,1,0.52,0.08,0.22,0.43,Local
FR07619,Orange,6.53,172.96,0.65,0.52,0.0,0.4,1,0.48,0.06,0.21,3.78,Local
FR07620,Mango,12.79,250.01,0.85,0.57,0.94,0.58,0,0.39,0.09,0.13,5.11,Local
FR07621,Grapes,2.01,4.42,0.76,0.58,0.43,0.1,3,0.65,0.94,0.53,45.53,Local
FR07622,Peach,6.54,131.42,0.61,0.65,0.08,0.16,2,0.18,0.11,0.18,4.98,Local
FR07623,Pear,10.56,178.06,0.38,0.06,0.16,0.78,2,0.07,0.84,0.29,5.93,Reject
FR07624,Banana,15.14,124.6,0.97,0.62,0.32,0.03,1,0.98,0.78,0.5,12.15,Local
FR07625,Peach,7.69,139.47,0.49,0.72,0.55,0.05,1,0.82,0.84,0.46,5.52,Local
FR07626,Apple,9.41,178.66,0.49,0.31,0.7,0.51,1,0.38,0.61,0.29,5.27,Reject
FR07627,Peach,6.12,128.42,0.75,0.98,0.31,0.17,5,0.07,0.16,0.3,4.76,Local
FR07628,Pear,9.24,135.01,0.84,0.14,0.96,0.29,1,0.96,0.77,0.49,6.85,Reject
FR07629,Banana,18.73,88.29,0.99,0.91,0.76,0.4,0,0.05,0.57,0.13,21.21,Local
FR07630,Strawberry,3.93,22.72,0.98,0.68,0.83,0.52,1,0.0,0.57,0.16,17.3,Export
FR07631,Apple,8.48,143.78,0.94,0.66,0.32,0.28,0,0.29,0.61,0.21,5.9,Local
FR07632,Pomegranate,9.18,258.44,0.6,0.88,0.38,0.48,1,0.75,0.15,0.3,3.55,Local
FR07633,Apple,7.01,151.87,0.42,0.83,0.54,0.37,2,0.85,0.29,0.41,4.62,Local
FR07634,Mango,11.92,251.64,0.71,0.35,0.45,0.08,1,0.58,0.99,0.42,4.74,Reject
FR07635,Pomegranate,10.57,312.16,0.31,0.71,0.26,0.87,0,0.46,0.87,0.31,3.39,Local
FR07636,Mango,11.87,189.67,0.44,0.05,1.0,0.28,2,0.01,0.36,0.18,6.26,Reject
FR07637,Pear,8.69,151.26,0.3,0.46,0.85,0.61,0,0.35,0.99,0.3,5.75,Local
FR07638,Grapes,1.96,4.48,0.43,0.94,0.24,0.57,1,0.08,0.07,0.09,43.66,Local
FR07639,Banana,17.18,139.1,0.63,0.27,0.89,0.2,0,0.22,0.35,0.14,12.35,Reject
FR07640,Orange,7.93,172.66,0.58,0.05,0.59,0.03,2,0.07,0.56,0.23,4.59,Reject
FR07641,Strawberry,2.83,20.17,0.56,0.58,0.01,0.86,1,0.9,0.62,0.44,14.02,Local
FR07642,Orange,8.37,183.89,0.88,0.36,0.35,0.5,0,0.71,0.81,0.37,4.55,Reject
FR07643,Watermelon,20.36,4736.39,0.77,0.38,0.03,0.41,1,0.45,0.74,0.33,0.43,Reject
FR07644,Watermelon,28.1,4855.79,0.96,0.58,0.09,0.76,2,0.93,0.69,0.52,0.58,Local
FR07645,Pear,8.02,138.15,0.61,0.62,0.18,0.03,6,0.21,0.97,0.56,5.8,Reject
FR07646,Grapes,1.77,3.73,0.49,0.44,0.48,0.77,2,0.95,0.6,0.51,47.47,Local
FR07647,Watermelon,25.18,5672.23,0.39,0.51,0.38,0.41,1,0.07,0.01,0.07,0.44,Local
FR07648,Apple,6.79,166.19,0.77,0.99,0.15,0.55,1,0.8,0.62,0.41,4.09,Local
FR07649,Peach,7.71,139.94,0.89,0.96,0.39,0.75,1,0.33,0.76,0.3,5.51,Local
FR07650,Mango,8.87,264.48,0.43,0.71,0.3,0.55,0,0.13,0.92,0.22,3.36,Local
FR07651,Watermelon,24.84,4882.62,0.92,0.16,0.41,0.06,2,0.66,0.39,0.38,0.51,Reject
FR07652,Pear,8.41,182.34,0.67,0.36,0.17,0.73,1,0.64,0.05,0.25,4.61,Reject
FR07653,Mango,11.67,339.65,0.4,0.88,0.61,0.79,3,0.93,0.13,0.46,3.44,Local
FR07654,Apple,8.11,196.27,0.75,0.42,0.04,0.46,0,0.28,0.91,0.26,4.13,Local
FR07655,Grapes,2.09,4.93,0.66,0.96,0.39,0.44,0,0.77,0.95,0.42,42.35,Local
FR07656,Banana,18.32,98.01,0.32,0.49,0.89,0.25,0,0.92,0.23,0.32,18.69,Local
FR07657,Orange,7.78,105.18,0.58,0.86,0.42,0.64,1,0.46,0.68,0.32,7.39,Local
FR07658,Apple,7.17,162.64,0.85,0.04,0.44,0.88,0,0.42,0.47,0.22,4.41,Reject
FR07659,Strawberry,4.0,24.29,0.69,0.43,0.07,0.66,0,0.37,0.6,0.23,16.47,Local
FR07660,Pomegranate,8.74,286.54,0.5,0.7,0.61,0.77,2,0.98,0.05,0.41,3.05,Local
FR07661,Pear,10.06,144.1,0.95,0.86,0.94,0.84,1,0.61,0.96,0.43,6.98,Local
FR07662,Orange,7.86,131.37,0.47,0.61,0.29,0.23,0,0.92,0.47,0.37,5.99,Local
FR07663,Strawberry,3.43,18.62,0.48,0.17,0.39,0.4,0,0.45,0.77,0.29,18.41,Reject
FR07664,Banana,18.94,129.91,0.55,0.89,0.59,0.44,0,0.88,0.52,0.37,14.58,Local
FR07665,Strawberry,3.87,21.04,0.93,0.57,0.09,0.56,1,0.46,0.86,0.36,18.41,Local
FR07666,Grapes,2.04,6.39,0.66,0.11,0.95,0.05,1,0.16,0.63,0.22,31.94,Reject
FR07667,Pomegranate,7.35,351.22,0.78,0.46,0.47,0.59,0,0.6,0.32,0.24,2.09,Local
FR07668,Mango,10.62,271.41,0.98,0.7,0.12,0.09,1,0.87,0.5,0.41,3.91,Local
FR07669,Orange,7.21,134.19,0.85,0.45,0.34,0.81,1,0.03,0.79,0.22,5.37,Local
FR07670,Pomegranate,9.52,323.77,0.42,0.87,0.37,0.96,7,0.28,0.27,0.49,2.94,Local
FR07671,Peach,7.4,128.62,0.85,0.42,0.35,0.29,4,0.95,0.79,0.64,5.75,Reject
FR07672,Apple,11.47,188.77,0.82,0.58,0.69,0.51,1,0.27,0.71,0.27,6.07,Local
FR07673,Peach,7.78,132.59,0.46,0.21,0.35,0.82,0,0.4,0.01,0.12,5.87,Reject
FR07674,Apple,7.4,153.28,0.53,0.51,0.32,0.31,0,0.33,0.87,0.27,4.83,Local
FR07675,Grapes,2.26,4.26,0.8,0.22,0.32,0.16,0,0.26,0.52,0.18,53.08,Reject
FR07676,Pomegranate,7.85,302.66,0.47,0.23,0.78,0.74,2,0.39,0.93,0.4,2.59,Reject
FR07677,Banana,18.69,106.13,0.45,0.28,0.31,0.7,1,0.85,0.01,0.31,17.61,Reject
FR07678,Watermelon,21.73,6078.42,0.79,0.04,0.01,0.57,0,0.33,0.86,0.27,0.36,Reject
FR07679,Strawberry,3.65,15.91,0.92,0.16,0.37,0.94,1,0.7,0.77,0.42,22.94,Reject
FR07680,Watermelon,21.12,4728.87,0.35,0.42,0.28,0.96,1,0.25,0.66,0.26,0.45,Local
FR07681,Pomegranate,9.79,304.99,0.61,0.13,0.91,0.86,1,0.18,0.6,0.22,3.21,Reject
FR07682,Peach,7.95,108.7,0.73,0.13,0.48,0.29,1,0.81,0.6,0.41,7.31,Reject
FR07683,Watermelon,25.67,6069.43,0.77,0.97,0.23,0.23,0,0.13,0.84,0.21,0.42,Local
FR07684,Pear,10.44,189.69,1.0,0.43,0.98,0.84,0,0.77,0.99,0.43,5.5,Local
FR07685,Watermelon,32.04,5456.96,0.78,0.4,0.25,0.65,1,0.64,0.46,0.33,0.59,Local
FR07686,Apple,9.0,161.07,0.73,0.27,0.76,0.4,1,0.54,0.57,0.32,5.59,Reject
FR07687,Pear,8.16,156.37,0.99,0.51,0.65,0.41,1,0.46,0.18,0.22,5.22,Local
FR07688,Orange,7.66,145.24,0.34,0.6,0.46,0.85,1,0.54,0.39,0.29,5.28,Local
FR07689,Watermelon,19.69,4230.65,0.35,0.42,0.41,0.16,0,0.13,0.17,0.07,0.47,Local
FR07690,Pear,8.66,199.64,0.69,0.39,0.87,0.94,2,0.25,0.01,0.18,4.34,Reject
FR07691,Pomegranate,8.98,276.97,0.55,0.7,0.48,0.63,1,0.02,0.72,0.2,3.24,Local
FR07692,Strawberry,3.09,20.07,0.37,0.95,0.38,0.79,1,0.7,0.31,0.32,15.37,Local
FR07693,Orange,8.69,153.5,0.51,0.88,0.35,0.37,3,0.8,0.87,0.56,5.66,Reject
FR07694,Banana,14.74,97.47,0.77,0.12,0.28,0.59,1,0.69,0.49,0.36,15.13,Reject
FR07695,Banana,19.27,115.96,0.92,0.65,0.41,0.75,0,0.71,0.8,0.37,16.62,Local
FR07696,Grapes,1.98,4.54,0.37,0.01,0.12,0.44,3,0.86,0.42,0.49,43.65,Reject
FR07697,Watermelon,26.51,4774.31,0.68,0.63,0.07,0.49,1,0.7,0.83,0.43,0.56,Local
FR07698,Strawberry,3.42,17.45,0.51,0.46,0.54,0.58,2,0.35,0.86,0.38,19.61,Local
FR07699,Mango,12.22,241.71,0.77,0.49,0.45,0.06,2,0.24,0.47,0.27,5.05,Local
FR07700,Pear,9.66,147.77,0.68,0.59,0.17,0.86,1,0.41,0.93,0.36,6.53,Local
FR07701,Orange,9.06,178.74,0.95,0.74,0.11,0.87,1,0.46,0.3,0.25,5.07,Export
FR07702,Pomegranate,6.94,246.32,0.33,0.73,0.14,0.28,0,0.27,0.37,0.16,2.82,Local
FR07703,Watermelon,26.43,4010.2,0.63,0.04,0.32,0.88,0,0.29,0.48,0.18,0.66,Reject
FR07704,Pomegranate,8.86,297.92,0.43,0.74,0.45,0.75,1,0.71,0.75,0.41,2.97,Local
FR07705,Mango,10.76,270.21,0.68,0.83,0.19,0.48,3,0.21,0.4,0.29,3.98,Local
FR07706,Grapes,1.83,3.32,0.9,0.07,0.76,0.35,2,0.77,0.08,0.35,55.28,Reject
FR07707,Mango,12.3,286.59,0.94,0.32,0.19,0.4,0,0.26,0.0,0.08,4.29,Reject
FR07708,Apple,10.4,107.03,0.58,0.79,0.12,0.53,1,0.41,0.87,0.35,9.72,Local
FR07709,Peach,7.63,98.66,0.87,0.49,0.99,0.41,0,0.28,0.64,0.21,7.73,Local
FR07710,Orange,9.08,160.98,0.5,0.69,0.45,0.42,2,0.82,0.17,0.38,5.64,Local
FR07711,Peach,6.2,156.38,0.3,0.5,0.17,0.2,0,0.39,0.9,0.3,3.96,Local
FR07712,Mango,10.27,261.27,0.9,0.98,0.89,0.71,0,0.98,0.72,0.44,3.93,Local
FR07713,Grapes,2.05,6.31,0.38,0.94,0.23,0.61,3,0.6,0.77,0.48,32.49,Local
FR07714,Grapes,2.44,4.55,0.31,0.28,0.93,0.99,1,0.02,0.45,0.14,53.51,Reject
FR07715,Banana,20.29,126.39,0.55,0.39,0.12,0.14,2,0.82,0.75,0.5,16.05,Reject
FR07716,Watermelon,20.76,4477.83,0.57,0.43,0.84,0.11,0,0.69,0.61,0.33,0.46,Local
FR07717,Banana,23.05,126.44,0.35,0.1,0.18,0.52,0,0.26,0.73,0.22,18.23,Reject
FR07718,Orange,8.4,145.23,0.87,0.4,0.94,0.15,0,0.27,0.34,0.15,5.78,Local
FR07719,Orange,7.01,150.61,0.58,0.77,0.57,0.61,0,0.49,0.54,0.25,4.66,Local
FR07720,Orange,7.26,116.4,0.64,0.85,0.19,0.2,2,0.67,0.04,0.31,6.24,Local
FR07721,Pomegranate,7.92,309.73,0.49,0.89,0.84,0.48,1,0.9,0.16,0.35,2.56,Local
FR07722,Banana,17.18,120.46,0.66,0.01,0.39,0.61,3,0.17,0.86,0.37,14.26,Reject
FR07723,Pomegranate,9.25,293.15,0.84,0.79,0.73,0.46,1,0.17,0.66,0.23,3.16,Local
FR07724,Peach,7.96,116.93,0.93,0.5,0.64,0.32,1,0.7,0.83,0.42,6.81,Local
FR07725,Watermelon,26.71,5566.27,0.98,0.21,0.71,0.78,2,0.32,0.56,0.31,0.48,Reject
FR07726,Mango,12.3,197.02,0.6,0.5,0.34,0.85,0,0.23,0.43,0.15,6.24,Local
FR07727,Pear,9.28,226.33,0.99,0.84,0.94,0.28,0,0.69,0.82,0.37,4.1,Local
FR07728,Banana,17.79,128.7,0.51,0.43,0.56,0.81,1,0.06,0.05,0.08,13.82,Local
FR07729,Pear,9.84,152.31,0.3,0.99,0.08,0.39,0,0.53,0.69,0.3,6.46,Local
FR07730,Grapes,2.44,5.37,0.84,0.62,0.07,0.49,0,0.64,0.61,0.31,45.4,Local
FR07731,Banana,19.12,90.08,0.42,0.49,0.74,0.23,1,0.38,0.04,0.17,21.23,Local
FR07732,Peach,7.67,150.63,0.34,0.29,0.85,0.63,1,0.13,0.34,0.15,5.09,Reject
FR07733,Banana,21.51,114.4,0.95,0.01,0.7,0.1,1,0.34,0.52,0.26,18.8,Reject
FR07734,Pomegranate,7.93,251.35,0.85,0.61,0.28,0.59,1,0.43,0.03,0.19,3.16,Local
FR07735,Watermelon,23.49,4160.87,0.37,0.58,0.23,0.99,0,0.16,0.31,0.11,0.56,Local
FR07736,Mango,12.7,299.79,0.84,0.52,0.57,0.75,0,0.49,0.01,0.15,4.24,Local
FR07737,Strawberry,3.42,18.82,0.89,0.54,0.2,0.9,2,0.34,0.27,0.26,18.16,Local
FR07738,Mango,8.6,276.1,0.93,0.84,0.38,0.46,0,0.9,0.98,0.47,3.12,Local
FR07739,Mango,13.18,226.11,0.68,0.32,0.63,0.14,1,0.06,0.45,0.16,5.83,Reject
FR07740,Grapes,1.97,5.33,0.79,0.55,0.28,0.29,0,0.67,0.95,0.39,37.03,Local
FR07741,Peach,8.45,144.2,0.83,0.68,0.38,0.05,1,0.72,0.8,0.43,5.86,Local
FR07742,Pear,9.21,184.84,0.78,0.21,0.36,0.5,2,0.61,0.26,0.34,4.98,Reject
FR07743,Peach,5.8,109.62,0.75,0.92,0.46,0.65,2,0.52,0.94,0.44,5.29,Local
FR07744,Strawberry,3.16,23.04,0.68,0.74,0.67,0.42,0,0.12,0.3,0.09,13.72,Local
FR07745,Grapes,1.92,4.6,0.64,0.05,0.78,0.56,0,0.61,0.35,0.25,41.7,Reject
FR07746,Watermelon,23.36,4896.76,1.0,0.87,0.67,0.32,4,0.57,0.3,0.43,0.48,Local
FR07747,Mango,13.25,244.33,0.54,0.93,0.03,0.09,3,0.91,0.44,0.51,5.42,Local
FR07748,Pomegranate,8.15,281.06,0.36,0.79,0.9,0.43,0,0.87,0.07,0.28,2.9,Local
FR07749,Grapes,2.42,4.62,0.84,0.43,0.58,0.55,1,0.02,0.82,0.22,52.37,Local
FR07750,Orange,6.44,138.73,0.45,0.99,0.92,0.98,0,0.98,0.08,0.31,4.64,Local
FR07751,Banana,18.28,132.39,0.67,0.12,0.96,0.35,0,0.57,0.48,0.27,13.81,Reject
FR07752,Peach,7.85,118.04,0.37,0.54,0.47,0.68,1,0.92,0.07,0.34,6.65,Local
FR07753,Grapes,1.77,4.76,0.73,0.17,0.92,0.82,2,0.15,0.65,0.28,37.24,Reject
FR07754,Orange,8.12,121.65,0.96,0.44,0.37,0.34,1,0.7,0.45,0.35,6.67,Local
FR07755,Pear,8.34,164.0,0.81,0.93,0.26,0.93,1,0.46,0.0,0.19,5.09,Export
FR07756,Strawberry,3.9,21.58,0.45,0.79,0.07,0.34,1,0.13,0.43,0.18,18.05,Local
FR07757,Strawberry,3.88,24.02,0.98,0.78,0.45,0.97,2,0.02,0.36,0.18,16.15,Export
FR07758,Mango,10.6,205.47,0.51,0.35,0.69,0.0,1,0.22,0.91,0.3,5.16,Reject
FR07759,Mango,9.44,181.07,0.61,0.93,0.98,0.63,0,0.02,0.6,0.12,5.21,Export
FR07760,Grapes,1.89,4.71,0.65,0.37,0.52,0.79,2,0.6,0.83,0.44,40.11,Reject
FR07761,Grapes,2.19,5.01,0.99,0.04,0.73,0.28,1,0.3,0.14,0.17,43.67,Reject
FR07762,Watermelon,23.53,4913.0,0.35,0.64,0.9,0.12,0,0.95,0.13,0.31,0.48,Local
FR07763,Banana,15.76,138.46,0.79,0.36,0.54,0.02,1,0.63,0.18,0.28,11.38,Reject
FR07764,Apple,7.25,132.64,0.55,0.15,0.17,0.07,0,0.76,0.94,0.42,5.46,Reject
FR07765,Pear,9.88,195.5,0.35,0.93,0.85,0.54,2,0.43,0.1,0.25,5.06,Local
FR07766,Mango,8.72,282.06,0.95,0.64,0.57,0.84,2,0.27,0.48,0.28,3.09,Local
FR07767,Apple,7.29,151.02,0.71,0.94,0.76,0.06,2,0.77,0.08,0.35,4.83,Local
FR07768,Apple,8.18,174.08,0.83,0.58,0.66,0.11,0,0.47,0.76,0.29,4.7,Local
FR07769,Banana,18.96,119.1,0.47,0.06,0.06,0.01,2,1.0,0.38,0.48,15.92,Reject
FR07770,Pomegranate,8.54,297.31,0.83,0.03,0.17,0.28,0,0.59,0.61,0.3,2.87,Reject
FR07771,Pomegranate,8.87,355.82,0.88,0.9,0.29,0.92,2,0.85,0.07,0.37,2.49,Local
FR07772,Mango,11.77,215.37,0.6,0.04,0.28,0.28,2,0.29,0.43,0.27,5.47,Reject
FR07773,Orange,7.07,151.08,0.7,0.62,0.84,0.44,2,0.43,0.13,0.25,4.68,Local
FR07774,Banana,20.81,145.4,0.98,0.3,0.6,0.18,1,0.24,0.32,0.19,14.31,Reject
FR07775,Banana,17.14,103.19,0.89,0.69,0.08,0.12,2,0.78,0.19,0.37,16.61,Local
FR07776,Peach,6.11,145.3,0.61,0.28,0.39,0.18,1,0.76,0.48,0.37,4.2,Reject
FR07777,Apple,10.21,172.94,0.77,0.04,0.56,0.21,2,0.59,0.89,0.46,5.9,Reject
FR07778,Peach,5.66,124.75,0.85,0.73,0.25,0.13,1,0.73,0.4,0.35,4.54,Local
FR07779,Apple,7.4,140.27,0.32,0.31,0.04,0.79,2,0.36,0.9,0.39,5.28,Reject
FR07780,Pomegranate,8.58,295.51,0.71,0.55,0.38,0.48,1,0.88,0.77,0.47,2.9,Local
FR07781,Mango,11.9,290.94,0.99,0.77,0.46,0.54,2,0.92,0.75,0.53,4.09,Local
FR07782,Pear,9.57,127.24,0.96,0.7,0.9,0.37,0,0.66,0.78,0.36,7.52,Local
FR07783,Pomegranate,7.86,273.36,0.88,0.35,0.91,0.21,5,0.37,0.71,0.5,2.87,Reject
FR07784,Banana,18.32,135.51,0.37,0.75,0.5,0.09,0,0.84,0.2,0.29,13.52,Local
FR07785,Pear,9.05,181.37,1.0,0.93,0.47,0.08,0,0.98,0.84,0.46,4.99,Local
FR07786,Grapes,2.06,4.81,0.73,0.61,0.64,0.19,0,0.58,0.38,0.25,42.78,Local
FR07787,Pear,9.09,210.4,0.46,0.7,0.26,0.85,1,0.66,0.27,0.3,4.32,Local
FR07788,Pear,8.91,179.18,0.77,0.87,0.29,0.22,3,0.85,0.83,0.57,4.97,Reject
FR07789,Pomegranate,8.96,334.51,0.9,0.84,0.0,0.35,1,0.67,0.62,0.38,2.68,Local
FR07790,Banana,15.61,151.97,0.38,0.35,0.08,0.57,3,0.2,0.25,0.26,10.27,Reject
FR07791,Pear,7.73,162.34,0.94,0.99,0.18,0.51,1,0.42,0.89,0.35,4.76,Local
FR07792,Pomegranate,9.8,323.27,0.94,0.03,0.64,0.67,1,0.61,0.54,0.34,3.03,Reject
FR07793,Pomegranate,7.48,234.11,0.31,0.99,0.21,0.19,2,0.46,0.02,0.24,3.2,Local
FR07794,Pear,9.3,243.3,0.93,0.25,0.12,0.52,0,0.68,0.53,0.31,3.82,Reject
FR07795,Apple,9.2,154.05,0.96,0.44,0.62,0.77,4,0.28,0.96,0.48,5.97,Local
FR07796,Banana,12.77,121.47,0.33,0.88,0.65,0.39,4,0.16,0.16,0.28,10.52,Local
FR07797,Strawberry,3.65,18.85,0.51,0.24,0.06,0.97,1,0.03,0.3,0.12,19.37,Reject
FR07798,Pear,8.08,184.3,0.56,0.22,0.77,0.58,0,0.04,0.23,0.06,4.38,Reject
FR07799,Peach,6.21,179.32,0.54,0.64,0.61,0.67,0,0.36,0.22,0.15,3.46,Local
FR07800,Peach,8.27,153.82,0.83,0.71,0.4,0.46,2,0.02,0.08,0.12,5.38,Local
FR07801,Grapes,2.02,4.5,0.55,0.01,0.98,0.86,0,0.27,0.47,0.17,44.87,Reject
